accuracy,loss,val_accuracy,val_loss,learning_rate
0.21643780171871185,2.158162832260132,0.28688523173332214,1.804323673248291,9.999999747378752e-05
0.3033408522605896,1.8065567016601562,0.33114755153656006,1.734358787536621,9.999999747378752e-05
0.36113956570625305,1.6614971160888672,0.34918034076690674,1.7053288221359253,9.999999747378752e-05
0.4004918932914734,1.584464192390442,0.3573770523071289,1.6822137832641602,9.999999747378752e-05
0.4341053366661072,1.504923939704895,0.3581967353820801,1.666819453239441,9.999999747378752e-05
0.2106989175081253,2.172455310821533,0.3688524663448334,1.6822565793991089,9.999999747378752e-06
0.22873540222644806,2.058704137802124,0.3426229655742645,1.7100833654403687,9.999999747378752e-06
0.2529206871986389,2.006159543991089,0.33114755153656006,1.733798623085022,9.999999747378752e-06
0.27300676703453064,1.9262691736221313,0.32868853211402893,1.748142123222351,9.999999747378752e-06
0.2881737947463989,1.88886559009552,0.33442622423171997,1.7581498622894287,9.999999747378752e-06
0.3025210201740265,1.8269460201263428,0.3262295126914978,1.7635774612426758,9.999999747378752e-06
0.3068251609802246,1.7984436750411987,0.32131147384643555,1.7716008424758911,4.999999873689376e-06
0.3113342821598053,1.7846518754959106,0.3196721374988556,1.7736250162124634,4.999999873689376e-06
0.32916581630706787,1.7622069120407104,0.3229508101940155,1.7758255004882812,4.999999873689376e-06
0.3191227614879608,1.7604913711547852,0.3229508101940155,1.7762634754180908,4.999999873689376e-06
0.3402336537837982,1.7256289720535278,0.33278688788414,1.77700674533844,4.999999873689376e-06
0.34064358472824097,1.6977319717407227,0.32540982961654663,1.782971739768982,2.499999936844688e-06
0.34330806136131287,1.710663914680481,0.32540982961654663,1.7853599786758423,2.499999936844688e-06
